author,viewcount,num,av,max_viewcount,fans,tot_num
174024302,3502,6,42502785,2756,7,
198238620,3501,1,45602916,3501,5,
345860580,3500,1,46317646,3500,129,
306447031,3500,2,47579673,2019,35,
343729981,3499,11,38265099,1893,3310,
91422136,3499,3,37163878,2184,47,
19917709,3499,1,50348048,3499,238,
293199191,3499,4,48926879,1350,19,
308030932,3499,2,41031161,2692,3810,
5110927,3498,1,43455615,3498,1,
279318610,3496,3,37328160,1475,11,
175471179,3495,2,45125540,2250,30,
7767448,3494,2,50127711,3224,5606,
209435523,3494,1,45469788,3494,11,
6264139,3494,20,49621089,2038,60,
22904939,3491,1,39342593,3491,418,
400867850,3490,7,43172049,1801,5,
385307666,3490,1,36082045,3490,11,
394014112,3489,1,47810199,3489,1,
277732672,3489,2,43176811,3082,732,
323979059,3488,2,49455478,2379,10365,
179163994,3487,1,41716310,3487,4,
385363946,3487,1,35161525,3487,3,
44674708,3486,1,50362393,3486,142,
319737321,3485,2,48194620,2099,330,
43118189,3485,2,44599543,2257,406,
32074466,3485,1,39546060,3485,2,
286602485,3483,1,43104886,3483,1,
37793960,3483,4,40533457,1224,398,
22553921,3483,1,48858341,3483,1114,
390414497,3482,1,42615633,3482,18,
378455040,3482,1,44376060,3482,10,
29252072,3482,1,43078933,3482,6131,
207463430,3481,2,46443697,3354,15,
62504662,3477,1,39554242,3477,5,
14820983,3476,2,44266727,3152,7,
296793791,3476,3,43188871,2935,4,
28621954,3476,1,40843968,3476,120,
10290778,3475,1,38861641,3475,1,
299343985,3474,1,42902657,3474,5,
34672172,3474,1,50140002,3474,1,
401650309,3473,1,46807964,3473,195,
38454007,3473,2,51466203,2719,2548,
43469451,3473,2,48169766,2155,8789,
26785492,3473,2,48562089,2049,2,
395417725,3472,1,48068924,3472,9,
15975825,3472,1,43047968,3472,3,
22092199,3471,3,50098697,2946,100,
102504125,3470,1,35453139,3470,2,
111531014,3468,1,51540056,3468,11,
22804813,3467,8,41708917,1155,18,
11678605,3467,7,43119115,1022,839,
43239281,3467,1,45214116,3467,2,
23625250,3467,1,38017310,3467,1461,
23678117,3464,1,41318787,3464,6295,
215982606,3462,2,35586495,2186,7736,
11910126,3459,1,40759786,3459,1096,
27178233,3458,4,36909412,2659,6,
419069524,3458,2,50383023,2576,0,
160831099,3458,8,35781991,1371,443,
32255171,3458,1,45412348,3458,18,
402688598,3457,2,44881150,3239,226,
12142173,3457,2,43718166,2670,115,
391282001,3456,1,38370480,3456,1,
107629843,3456,2,49911237,3177,89,
18932316,3456,1,44695555,3456,1,
6447807,3455,2,42890439,3430,30,
355555613,3455,2,42729959,1729,6,
223337293,3455,12,46664978,1269,9,
37171843,3454,1,42819968,3454,2,
71324188,3454,2,49509257,2595,20,
73545029,3454,1,51835779,3454,28,
133833027,3453,1,37210398,3453,2,
9094397,3452,1,47904819,3452,8503,
3858691,3452,1,42982581,3452,1939,
19667585,3451,2,47792933,3266,26,
260968101,3451,1,43132372,3451,129,
146954961,3450,1,46063580,3450,16,
11064742,3449,5,49132314,2277,133,
28255568,3448,1,45640892,3448,51,
4404353,3445,1,44845890,3445,2423,
325709228,3443,1,39412562,3443,40578,
290687647,3443,2,41211235,2108,826,
5625710,3443,4,47066428,1338,2687,
24081394,3442,1,37810930,3442,331,
291239008,3442,11,52061379,738,134,
22672278,3440,1,45053896,3440,685,
330718177,3438,7,47484537,1003,91,
8385283,3437,1,42534248,3437,862,
13306138,3434,1,50714047,3434,5981,
11693063,3434,3,37168814,1808,9,
13471754,3433,2,45507198,1969,65325,
16839305,3431,1,39574552,3431,36,
3308539,3431,41,39597691,261,288,
34168960,3431,2,48392018,3224,15,
14765150,3430,1,42131483,3430,383,
384335341,3430,64,46915455,1105,17,
2825731,3429,3,43011914,2766,49,
17258841,3429,1,37849373,3429,479,
384945252,3428,4,37485672,2070,943,
389083556,3428,1,41928807,3428,2086,
398410321,3427,2,41968918,2410,1,
97505283,3427,2,50146963,2148,15,
320001004,3424,3,35812601,1548,8232,
386057247,3423,3,50840026,2747,2,
389869222,3422,13,41848078,2060,3,
11133655,3422,5,49002398,2279,121,
19251165,3418,2,47084866,2537,5,
262382440,3417,3,46171996,1991,18,
16392284,3416,1,49665153,3416,1568,
15078960,3416,1,47798328,3416,102,
396777241,3416,1,41032690,3416,0,
9206146,3416,4,45727522,1840,8,
399107305,3414,2,42440988,3064,5390,
153756326,3413,3,44298863,1876,7,
35566068,3412,3,49228738,2653,98,
10887025,3412,7,36651108,1509,45,
97150839,3411,1,37727144,3411,17,
33375154,3410,1,42485915,3410,2,
90181909,3410,1,42320688,3410,478,
27033075,3408,2,50179578,2975,836,
592959,3407,2,45031628,1976,497,
50997441,3405,2,42928210,2181,18,
283669860,3404,1,44299870,3404,11,
106166441,3404,1,40833588,3404,124,
3277811,3404,1,38870314,3404,127,
389157080,3402,3,44428426,2335,89,
7126546,3399,3,39712126,1950,82,
63385671,3399,2,47217286,3137,5,
6492428,3397,1,39389697,3397,3497,
186732435,3393,3,44966396,3323,41,
403632029,3393,1,44756474,3393,4,
266038693,3392,1,45064386,3392,38,
66147085,3392,2,42790657,3252,1,
17707329,3391,3,37799599,1883,23,
397705934,3391,5,49442204,2636,1,
40102462,3389,4,45602395,2313,3,
332884065,3389,4,38408640,2949,566,
320863211,3388,1,39451872,3388,3,
107606934,3387,5,37309794,1739,0,
12920440,3386,2,40512129,1724,12,
26604683,3385,1,48430747,3385,8,
303749594,3385,8,38610850,1197,1868,
43080418,3385,1,44122511,3385,239,
2811374,3384,1,44376207,3384,51223,
97548169,3383,118,36438727,279,40,
161339283,3383,3,36564840,1663,392,
350713711,3382,1,43718069,3382,94,
15362998,3382,1,43527914,3382,474,
1743521,3381,1,38004451,3381,17,
7572430,3381,4,41133121,1114,5203,
841803,3379,11,37417295,1332,25,
326340498,3379,1,39624906,3379,320,
93021525,3378,1,44063917,3378,16,
215105444,3376,1,49656476,3376,2,
51150290,3376,2,47914532,3353,210,
12024271,3376,1,48794302,3376,18644,
59428007,3375,2,44100721,1787,365,
346951659,3375,3,45248820,1626,812,
11894441,3374,2,44093170,1945,15,
404688763,3374,1,45297318,3374,134,
27993804,3374,1,38137908,3374,262,
20049828,3374,3,43656379,1355,16,
706935,3374,3,47893369,1543,111462,
9121808,3372,1,40446920,3372,4,
1642280,3371,1,38029904,3371,72,
252442941,3370,1,43636972,3370,0,
22479192,3370,2,51199332,1975,22,
13253656,3370,5,48441111,2637,91,
294010199,3368,1,51401781,3368,2,
14235890,3368,5,43333274,2467,4,
37181064,3367,1,47843540,3367,202,
399608551,3366,17,44274196,1557,6,
382908331,3365,1,37803194,3365,882,
275337869,3365,2,49744189,2457,12,
8285385,3363,6,37110214,1392,71,
7612291,3362,3,39671277,1550,182,
26327616,3362,3,35614527,2491,848,
178145011,3362,1,49956790,3362,211,
384479059,3361,2,51744430,2670,451,
365884541,3361,1,35897195,3361,12,
348924712,3360,1,51881773,3360,3776,
20841399,3358,2,48186046,2404,2,
150052233,3356,1,35975589,3356,9,
27602495,3355,1,35753301,3355,617,
226333586,3354,1,36225717,3354,14750,
12427353,3354,1,46388331,3354,153,
354395732,3353,3,41447137,2363,624,
33589499,3352,1,37930110,3352,0,
384415126,3351,1,43309909,3351,52,
317421378,3351,2,43934160,3106,250,
13250606,3351,2,48948840,3046,16,
65800073,3350,1,40345896,3350,3,
302684423,3350,1,51411766,3350,3,
330688541,3349,1,46076363,3349,9,
72559760,3348,1,41642731,3348,4,
73878414,3347,3,45162618,2746,3,
7057397,3345,1,36101773,3345,16,
36587650,3345,1,47650148,3345,25,
34413350,3345,3,47880306,2712,11,
50508169,3344,10,37861237,800,49,
444518,3344,2,51357378,3183,72,
178300542,3343,4,51474961,3165,7,
413944122,3342,1,49231222,3342,291,
39911804,3342,2,50764146,2973,1,
32144089,3339,1,46335800,3339,6,
407383964,3338,18,46473024,595,239,
33870121,3338,1,39615197,3338,1449,
269579675,3337,5,39700697,846,869,
3226870,3337,1,40367373,3337,0,
248871734,3336,3,45876519,2428,24,
18779201,3336,1,51068715,3336,56,
301949798,3334,1,42178530,3334,166,
32563846,3334,1,38243504,3334,58,
787356,3333,3,43070811,1971,2141,
29474095,3333,2,38033339,3278,280,
90382389,3333,2,51397437,2800,4,
349148016,3333,5,40880777,2137,2,
12892701,3332,1,39762169,3332,349,
403014898,3332,1,46366737,3332,39,
249607365,3332,1,42826270,3332,12,
2935679,3331,1,38744106,3331,801,
26653945,3331,1,39678532,3331,262,
657370,3331,1,49399381,3331,37,
5639615,3331,1,45512041,3331,2580,
15867770,3329,1,35962888,3329,11833,
15037721,3329,5,39466031,987,2714,
303447222,3327,1,40658913,3327,0,
403480496,3327,2,45068912,2560,5,
8238950,3327,1,41321039,3327,130,
396915140,3325,1,41180617,3325,103,
87739289,3324,1,45442888,3324,107,
546074,3324,2,44415750,1898,94,
30605741,3324,1,44453551,3324,10,
381647761,3323,1,45849410,3323,6,
267946190,3323,2,48711216,1812,24,
6820600,3323,1,47358948,3323,2,
30958199,3322,1,52143990,3322,81,
1642486,3322,2,36797236,1913,1584,
142887700,3322,5,41683873,2814,2,
47772483,3319,5,36396292,1122,1223,
372205023,3318,1,47787864,3318,2,
401163177,3318,1,44325783,3318,48,
424011495,3318,1,52084424,3318,2,
20646392,3317,5,49520783,1798,76,
4230514,3314,2,45121401,1707,49,
30788734,3313,2,40597530,3115,9,
92664992,3313,1,46474813,3313,4489,
25479888,3312,1,35255348,3312,46,
11235829,3311,2,46443152,2555,0,
11881412,3311,1,35942963,3311,23,
45012507,3308,1,45967783,3308,10,
249687640,3308,1,42061798,3308,2503,
11932390,3306,1,36393776,3306,5,
51192667,3306,1,51414353,3306,313,
134450605,3304,2,39361413,2369,13794,
14890521,3304,5,47461825,2103,1,
28595000,3303,1,37855742,3303,5444,
330252588,3302,1,38614479,3302,388,
269330564,3302,1,51414822,3302,6,
397640435,3301,3,44248047,1865,2,
21046037,3300,2,48481283,2322,400,
2415499,3299,1,46326414,3299,5,
382124844,3298,1,37700376,3298,44,
250114000,3297,1,37909821,3297,968,
247083607,3297,1,37053831,3297,18,
383349014,3295,3,46278392,2033,2,
24239631,3295,6,38914258,1779,10,
312602412,3295,2,35642429,2648,4740,
4124245,3294,1,49788511,3294,28,
40687330,3294,1,39447559,3294,3,
396169154,3294,17,40536704,493,2,
300247281,3292,1,47733422,3292,811,
109943076,3290,1,49466165,3290,5,
36769903,3288,2,50314780,1928,27368,
324242207,3287,2,36516519,1886,7,
43449569,3287,3,39847434,1549,121,
46268167,3286,1,42119556,3286,3,
30712909,3286,1,36396339,3286,102,
37813932,3285,1,45379177,3285,816,
19108410,3285,1,39848288,3285,4190,
1338184,3284,4,39544962,1904,5,
397170296,3283,3,45091536,2320,55,
93873313,3283,1,50068593,3283,97,
76863,3282,1,50113057,3282,14,
28085573,3282,1,44324999,3282,84,
314496090,3282,5,41104967,1386,5,
54483557,3281,1,48179413,3281,563,
386386637,3281,9,35713795,1108,8,
258664745,3280,2,49454769,2708,4,
386343597,3280,3,39159100,2441,142,
319970502,3278,1,38413816,3278,5687,
31709330,3276,1,42505662,3276,761,
28792849,3276,1,38429982,3276,101,
298657474,3275,1,51933987,3275,33,
8333404,3274,1,49132180,3274,8,
36767032,3274,1,46091128,3274,0,
387314276,3274,23,43920768,715,71,
353900884,3274,2,50776782,2776,2,
14143087,3273,1,38032172,3273,1829,
29167048,3273,15,51512431,424,12,
15263147,3273,1,46340849,3273,80,
385442366,3273,1,35290870,3273,3,
239272321,3272,2,51617728,2048,49,
390003405,3271,1,47103818,3271,9,
9947525,3271,1,37346518,3271,154,
3775756,3271,4,44319743,1438,32,
30673474,3271,2,36239737,1737,1269,
158022492,3270,2,42302596,2254,7,
279010903,3270,1,41599688,3270,6,
8932323,3270,1,48522728,3270,27,
383536802,3270,1,37718204,3270,274,
4215026,3269,1,43521175,3269,3,
1579964,3269,1,43562284,3269,21,
36423426,3269,3,42236416,1426,4,
96814690,3269,1,38613534,3269,280,
31257063,3269,1,38459475,3269,2112,
353298515,3267,1,41432416,3267,10,
27023681,3267,1,36009729,3267,4,
23281062,3266,2,41505390,2516,1,
17386095,3265,1,49609883,3265,14,
23379548,3265,1,36504277,3265,3,
263150814,3265,3,45929391,1686,64,
267960002,3264,1,47396096,3264,1,
59471109,3263,1,41437497,3263,807,
193445712,3263,1,51860887,3263,21,
18417279,3263,2,43263734,1977,48,
13857015,3262,1,52008412,3262,150,
18531974,3261,1,35197075,3261,0,
84959900,3258,2,35511257,2411,3596,
394640181,3257,2,39882442,2944,5,
5880674,3256,1,39846644,3256,1435,
10992511,3255,3,35159903,2529,6,
242143841,3255,4,35324426,2493,119,
82114311,3254,12,38535164,1342,10,
35319981,3253,1,40623957,3253,2357,
45456571,3253,1,45072766,3253,36,
157774900,3252,2,41037057,2529,2,
95824017,3250,2,35868762,3200,0,
53566041,3249,5,44506842,2082,4,
46006981,3248,3,35911346,1700,703,
105565095,3248,2,46829797,1903,10,
383681735,3247,6,46307147,1006,123,
3055416,3247,1,38105121,3247,17962,
72350954,3247,1,35063787,3247,88,
247668327,3245,1,44887566,3245,35,
73737032,3245,1,42326373,3245,3,
5016445,3245,2,36968674,3168,173,
117497418,3243,3,44224495,1112,1195,
253717681,3243,2,46803546,1799,68,
38114840,3243,1,42515993,3243,10,
33905042,3242,1,49613555,3242,618,
28342204,3241,1,48217846,3241,2,
25518490,3240,4,50203402,1150,1,
41980999,3239,2,38774023,2112,10,
300063544,3238,2,35934556,3209,19,
412433381,3238,7,50489470,1894,39,
407463609,3238,3,51382579,2002,2,
33068850,3237,1,44528519,3237,441,
35292835,3237,2,51821076,2930,791,
22034811,3235,1,41785045,3235,6,
108406885,3234,4,46587762,2722,323,
9353706,3234,2,46232175,2279,5,
26211744,3231,1,46385188,3231,79,
49922464,3231,3,42935763,2685,1,
9183067,3230,2,40716907,2880,17,
45950940,3230,2,38780538,2507,465,
1665411,3230,2,41415696,2744,279,
67601753,3229,1,44746452,3229,1602,
273333884,3229,1,39138034,3229,35,
24031207,3227,3,43548157,1282,13,
11454033,3225,2,43770861,2227,0,
171728020,3224,1,45943036,3224,0,
225164084,3224,1,39328953,3224,22,
28177963,3223,4,42442935,1484,467,
267051421,3223,2,38824070,2984,106,
354532351,3223,1,49358428,3223,0,
213758349,3223,1,42336045,3223,3398,
31865183,3222,4,43051095,2383,175,
110123425,3222,4,36180374,2619,88,
124054700,3221,1,42877470,3221,27,
12334013,3220,1,47558936,3220,178,
67914430,3218,2,48405843,2530,91,
11896219,3218,1,39918613,3218,5769,
4260750,3216,3,45103504,2638,160,
102500715,3215,1,48325253,3215,163,
85603906,3213,1,37168439,3213,0,
384362186,3212,1,39020907,3212,406,
22954215,3212,5,47035590,1195,78,
32953632,3211,1,42431166,3211,9,
6727660,3209,1,36893279,3209,214,
6558366,3208,1,51531432,3208,12,
306405781,3205,1,45833960,3205,3,
385243006,3205,1,35833264,3205,378,
394015468,3204,1,48813457,3204,12,
396697500,3203,1,40883872,3203,1,
657579,3203,1,44135297,3203,140,
234185262,3202,1,37317296,3202,6797,
36600466,3201,3,48661273,2571,10,
5087985,3201,1,42541315,3201,93,
109085073,3200,1,47023982,3200,0,
3164049,3199,1,40745124,3199,523,
386230477,3199,1,46409988,3199,6,
2185874,3198,2,47516360,2934,61,
5924831,3197,8,41245190,584,224,
21226752,3197,1,40325509,3197,7,
121902989,3196,3,51319844,1663,114,
322342886,3195,1,49832498,3195,522,
400973982,3195,1,51320541,3195,7,
169972079,3194,1,35455110,3194,6498,
24339877,3193,1,35114236,3193,186,
19831983,3193,1,50825819,3193,35,
123917311,3193,1,48639560,3193,6,
21501312,3192,3,38135720,1582,6,
358172729,3192,1,46939713,3192,3,
262998859,3190,2,45766638,2302,1177,
314060084,3188,1,40466290,3188,37,
44563662,3188,5,39409425,1543,151,
314503672,3187,1,35118558,3187,167,
388937550,3186,1,41432431,3186,1,
286481473,3186,1,37425616,3186,47499,
32315822,3185,1,42267916,3185,533,
307472564,3185,1,37306850,3185,64,
26634164,3184,1,45354528,3184,87,
8170062,3182,4,47398820,2523,31,
81842626,3181,4,35136435,2650,50,
13555640,3180,1,51190616,3180,130,
220708794,3180,2,43536794,2815,7,
13764642,3180,1,48460598,3180,1184,
399080170,3179,2,48251002,1959,0,
38810899,3178,6,46115079,874,148,
293651130,3178,1,50693534,3178,7,
77371898,3177,12,47122786,1219,32,
21432712,3177,4,45509742,1585,31,
416192645,3177,1,49494563,3177,9,
280086855,3177,3,48137563,2977,313,
272687063,3177,1,40806944,3177,1,
47564534,3176,3,36643040,1580,622,
12008516,3175,1,40940964,3175,115,
13975039,3174,2,50731567,2309,18,
102585435,3172,1,35448721,3172,7,
141453326,3171,1,47555263,3171,171,
392566262,3171,1,47816999,3171,4,
43051083,3171,1,40445933,3171,7,
35502092,3170,1,49373404,3170,2,
345143852,3170,5,50256716,1524,93,
36822717,3169,3,39089667,1977,4,
263162702,3169,5,43201876,1433,30,
37805001,3168,1,41925166,3168,225,
24165924,3166,2,40678619,3136,0,
41933485,3165,3,44404404,2775,27,
19209333,3164,3,46726537,2622,32,
405071706,3163,1,51908931,3163,400,
30833983,3163,3,40767601,3024,135,
13342120,3162,1,43357495,3162,21,
10107317,3162,2,46614881,1775,1,
1689872,3161,2,40431990,1606,47,
416580432,3161,1,49737794,3161,0,
27769108,3160,1,49577919,3160,457,
388840561,3160,1,37030517,3160,0,
11010918,3159,6,36833241,1073,2006,
32762962,3159,1,51788618,3159,40,
41861340,3159,2,49435010,2841,27,
146650021,3158,2,47223728,2720,25,
19312964,3158,1,45449443,3158,87,
25331432,3157,1,35139453,3157,308,
275544038,3156,2,48786723,2834,1,
168846492,3156,3,50031388,2060,438,
35057927,3156,3,49099466,1632,5,
406065700,3156,1,46652704,3156,3,
386328995,3155,1,47558967,3155,99,
10877764,3155,5,35162883,1324,6,
7570101,3155,1,42770047,3155,28,
48089938,3154,4,41219731,2997,0,
5017843,3153,2,51303916,1746,531,
402769288,3152,6,44312381,893,106,
5124174,3152,1,35800492,3152,24,
7754771,3151,1,45384942,3151,707,
241335543,3151,1,41439993,3151,11,
49612928,3150,1,51294424,3150,71,
30751379,3150,23,46752636,376,19,
27743114,3150,1,39149671,3150,60,
67096799,3150,1,49765640,3150,14,
123139974,3150,1,43729752,3150,10,
115621338,3149,1,43022793,3149,4,
4442693,3148,1,41171844,3148,13,
11619244,3148,1,44234061,3148,113,
257560697,3147,1,50463272,3147,6,
128487686,3146,2,46740757,2172,16,
21790933,3145,1,50320209,3145,37,
43761361,3145,1,40235750,3145,764,
396836278,3145,4,41014391,2626,1,
3488239,3144,1,42223315,3144,244,
317982231,3143,2,49719757,1769,16,
7052868,3142,1,49438789,3142,51,
89025407,3141,1,49784336,3141,270,
1783963,3141,1,47152755,3141,11,
391188434,3141,6,47658406,2432,3,
21448520,3140,1,41092893,3140,45,
46922877,3139,1,37797597,3139,115,
408474024,3138,6,47069886,1275,38,
97749777,3137,2,42481471,1885,2,
19202598,3137,1,42708410,3137,109,
4701883,3137,1,40220589,3137,155,
28745705,3135,2,36411168,2480,9,
8793192,3135,2,43999227,3034,83,
20213027,3132,2,43622679,2303,235,
109633111,3131,5,51604953,962,162,
40057031,3130,2,36172549,1925,727,
22978201,3130,1,35434795,3130,641,
18377668,3129,1,43133320,3129,1377,
101193375,3129,3,42148622,2315,2,
44667951,3128,1,50852233,3128,124,
15638568,3128,4,39581738,1555,1225,
189108664,3126,1,39759816,3126,1,
8810008,3126,1,38487459,3126,429,
403459767,3126,1,45861972,3126,397,
11986293,3125,1,51895783,3125,8112,
10446439,3124,3,36763724,2029,5,
7842246,3124,1,40222245,3124,46,
1617207,3123,1,43276244,3123,2674,
85622258,3121,10,38560449,691,304,
360848083,3119,1,39467509,3119,28,
213384241,3118,2,49502882,1681,46,
401302004,3117,2,44985361,2590,9,
383034587,3117,2,40506045,2474,14,
3093802,3116,1,41394158,3116,11,
382223603,3115,3,47280657,2351,65,
407043247,3115,3,51704333,1605,6,
363081110,3113,3,41975878,2323,20,
33343229,3111,1,43314323,3111,741,
106101759,3110,5,50138377,1834,88,
250199251,3110,4,35789722,1266,276,
373013217,3109,5,35449149,1918,652,
306857282,3109,2,38027694,2751,81,
122705262,3107,1,35084281,3107,5,
228699472,3106,2,51561423,2870,7,
94470990,3105,22,39315084,1692,2,
18691925,3105,1,48523140,3105,159,
19645203,3104,1,43977552,3104,6,
90992116,3103,2,40147689,2561,30,
12596851,3103,1,46798540,3103,4276,
24977056,3102,1,44115228,3102,4207,
397692175,3102,8,50818354,1694,3,
32179579,3102,2,48637921,2292,1199,
64074749,3101,3,49246785,1599,1,
247721393,3101,1,46642376,3101,33,
291018084,3100,8,43605943,944,257,
240750241,3099,5,46198224,1228,987,
25409835,3099,1,44065748,3099,5,
23699080,3099,17,49928300,518,2010,
166740707,3099,1,36525418,3099,17,
266511748,3099,1,39941489,3099,9,
281731653,3098,3,36336227,1958,2526,
263032043,3098,2,48577484,2406,28,
326859355,3098,1,40804645,3098,1,
371778252,3097,2,46475765,2821,361,
391073844,3097,16,39747869,794,1,
34383402,3096,1,50898926,3096,168,
249215169,3096,1,41162488,3096,4,
11395550,3094,7,50077855,857,30,
176086743,3093,1,38866330,3093,57,
16358946,3093,1,39164865,3093,2,
21865652,3093,1,49233124,3093,0,
255851559,3093,1,46011211,3093,10,
52424773,3092,2,39850165,2016,4685,
403678809,3092,3,47770090,2166,31,
388113921,3092,7,40907080,1860,8,
384091834,3092,3,38681556,2366,13,
32375514,3092,1,41846850,3092,1,
382738395,3091,3,49482581,1961,184,
319548888,3091,1,51210236,3091,1,
110484678,3090,1,38690363,3090,465,
281699197,3088,2,47843290,2928,1536,
150113398,3088,2,48652443,3016,94,
31748343,3087,2,37349474,2949,3,
258135670,3086,2,46916450,2735,18,
61069692,3086,12,35812501,1061,1942,
40156315,3086,6,45322480,1032,10,
1663078,3085,1,44622369,3085,46,
4665330,3085,2,43986427,2627,28,
20123051,3084,1,43780090,3084,31,
1510658,3084,2,40094758,2606,130,
1496190,3084,2,48060212,1626,619,
38992506,3083,1,38915170,3083,84,
393074285,3082,3,45344163,2144,7,
385464353,3082,2,37669199,2525,72,
265443267,3081,1,50870891,3081,42,
224588392,3081,5,44604980,1215,993,
295663082,3079,3,48629422,1985,5,
14105511,3079,1,42762651,3079,72,
27882649,3076,2,36690648,1607,36,
22105032,3076,4,38430063,1561,169,
106590040,3075,2,42496761,2015,331,
355201275,3075,1,48963112,3075,3,
93874011,3075,1,37277669,3075,5,
66864843,3074,2,52059654,2000,273,
3540180,3074,1,39291043,3074,21,
262508934,3073,1,37216974,3073,4,
285201114,3072,2,43434805,1707,1,
10229163,3071,1,49980019,3071,6,
204947307,3069,1,51457388,3069,4,
8042751,3068,1,48825881,3068,8,
35200388,3068,1,45692740,3068,310,
289624732,3067,1,49722997,3067,5,
2222288,3066,6,38149787,904,6,
223315857,3066,1,40678072,3066,4,
8987442,3066,1,41109215,3066,20,
325726908,3065,3,45120535,1671,3,
70461788,3065,2,47794438,1671,38,
384338630,3065,3,35383807,1657,8,
18568425,3064,2,38582969,2719,6,
70443463,3064,5,35406294,1498,24,
4762338,3063,2,46107177,2032,110,
10674500,3063,5,43177972,1543,67,
391597353,3063,6,38295209,694,6,
158540906,3062,1,39586720,3062,8,
45186860,3062,1,44646563,3062,3631,
77032360,3061,1,36685773,3061,651,
285025263,3061,3,44091321,1334,15,
393883086,3060,3,40442245,2309,38,
16005912,3059,2,37198660,2820,3,
18962906,3059,6,37359815,1795,940,
16526097,3059,1,49440152,3059,165,
1494058,3059,1,43791588,3059,7,
248949554,3058,3,47521372,1668,9,
121378912,3058,6,38512314,1004,6928,
277988713,3057,1,48235173,3057,5,
169084885,3056,14,46960600,546,2628,
10981963,3055,1,43159386,3055,1,
9938168,3054,1,42238839,3054,134,
187864766,3053,1,45587252,3053,11,
129809704,3053,1,41383249,3053,5361,
376775746,3053,3,37121227,2706,282,
192443849,3052,2,47780475,2978,341,
7004038,3052,2,51645519,2225,114,
3843593,3050,2,45393499,1620,41,
67927587,3049,3,39988985,1644,1785,
3380674,3049,1,46931485,3049,7,
2438143,3048,1,40511682,3048,5176,
424174257,3047,1,51564232,3047,15,
66881167,3047,2,49985529,2087,11,
257888030,3046,2,40258814,2381,4,
397285101,3046,2,46689665,2779,32,
298655086,3045,2,44014661,2386,8,
67897893,3045,1,42472680,3045,7,
4258759,3045,1,35530903,3045,20,
382932667,3045,1,48706704,3045,26,
29541996,3045,1,38831263,3045,14,
2561739,3044,1,43985475,3044,42,
144472779,3043,2,49429739,2716,301,
297964744,3043,1,39605764,3043,40,
32904578,3040,1,39439327,3040,40,
35682915,3038,1,43262326,3038,1026,
295974102,3037,1,43090077,3037,7,
18526169,3036,1,41553630,3036,593,
14024946,3036,1,49365149,3036,660,
284511549,3036,2,49516691,1814,4173,
29251669,3035,2,39656198,1935,8,
25493376,3034,1,46901936,3034,8,
290723938,3034,1,50119851,3034,408,
26579277,3032,1,42561151,3032,552,
51639835,3031,10,39855854,2279,2,
111977308,3031,2,43878201,2577,60,
330912426,3030,5,47223839,2387,2,
15886600,3029,1,41468923,3029,17,
2486340,3028,8,46246754,744,2347,
300925566,3028,1,47702924,3028,769,
125280,3027,2,36498934,2328,870,
401552350,3027,2,51268715,2858,358,
12667904,3026,2,36086128,2337,2599,
45028435,3026,1,44117937,3026,4,
46565225,3024,2,48862876,1850,89,
154153923,3023,2,36531350,2357,53,
346080252,3023,9,36020092,897,475,
38572193,3021,1,49468779,3021,2,
21929560,3021,6,42334815,625,27,
18430908,3020,1,37075267,3020,214,
123648881,3019,1,49801244,3019,1243,
404391175,3019,2,45124310,1824,1,
17445217,3016,1,35202500,3016,51,
1675011,3016,4,45602203,1516,175,
410525433,3015,3,49675394,1748,2977,
7007408,3015,1,38474327,3015,553,
20839534,3015,2,40515343,2750,8,
38338185,3015,1,49234100,3015,20,
3596096,3014,1,44094141,3014,621,
242013546,3013,1,37075692,3013,34266,
2303935,3012,1,45120151,3012,125110,
363863027,3010,1,49164697,3010,40,
93342310,3010,4,46757355,1251,123,
276234045,3010,4,46062809,1770,1,
312776140,3010,3,42756404,1530,35,
14148619,3009,1,45527363,3009,416,
37104162,3009,3,45134108,1992,46,
37556862,3009,1,52132996,3009,487,
8766056,3007,1,48730996,3007,1642,
43479899,3007,1,43596737,3007,8691,
179544327,3005,2,43880922,2720,45,
8228530,3005,1,45655344,3005,55,
15158412,3003,1,39099568,3003,5,
238816172,3002,1,48784123,3002,4002,
324060244,3001,1,51833881,3001,1,
5132850,3001,3,41165298,1402,922,
7871411,3001,1,45101180,3001,31,
357714615,3000,5,44219793,2158,38,
494387,3000,2,45824974,2150,10,
250909670,2999,1,46082931,2999,9,
424468881,2999,1,51184810,2999,5,
362520454,2999,1,37527309,2999,188,
249660851,2999,1,35896144,2999,124,
358413644,2999,3,43220162,2535,417,
37796440,2998,3,35154824,1753,152,
277355796,2997,2,40407135,2799,284,
241989122,2996,2,38324381,2294,542,
15821196,2996,1,46501515,2996,285,
20300005,2996,1,51468301,2996,10,
106322753,2996,1,43681681,2996,0,
275308343,2994,3,51931405,1570,83,
25356853,2991,3,36740047,1567,50,
181719011,2991,8,45386878,725,315,
15774474,2990,2,35563531,1919,753,
2171544,2990,1,45637770,2990,538,
10788946,2990,2,44987560,2397,235,
742514,2990,1,45325605,2990,9,
43124398,2989,11,46790499,656,18,
23978798,2989,1,35788878,2989,13,
206260262,2989,1,39098991,2989,168,
16591868,2989,1,38827869,2989,2,
29710541,2989,1,46870976,2989,126,
97214812,2989,1,37759313,2989,319,
173083150,2988,1,40619277,2988,1266,
